Year,Day (mm/dd),Area Office Code,Form No,Line No,Survey Type Name,District,Stat Area,Stream Number,Stream Name,Area Surveyed,Species Name,Observer Initials,Usage Code,Usage Description,Tide Description,Visibility Description,Water Level Description,Fish Presence,Mouth Count,Tidal Count,Live Count,Dead Count
1997,4-Sep,D,39,13,BOAT,113,113-22,113-22-028,Port Banks,Unknown,Coho,WMD,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,50,5
1997,6-Sep,D,42,2,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Complete survey,Coho,KCK,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,2,498,4
1997,8-Sep,A,304,1,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,ARB,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,950,0
1997,8-Sep,B,201,7,FOOT,102,102-60,102-60-089,McGillvery Creek,Unknown,Coho,JEF,1,Incomplete survey - not useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,1,0
1997,8-Sep,C,250,5,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,Unknown,Coho,SSR,1,Incomplete survey - not useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,0,0
1997,8-Sep,D,40,11,BOAT,113,113-41,113-41-032,Salmon Lake Stream,"Intertidal, Mouth, and Bay",Coho,DAG,1,Incomplete survey - not useful for indexing abundance,Not recorded,Poor,Not recorded,Not recorded,0,22,0,0
1997,8-Sep,D,40,12,BOAT,113,113-41,113-41-13B,Eagle River,Mouth and Bay,Coho,DAG,1,Incomplete survey - not useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1997,11-Sep,A,102,4,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,400,0
1997,11-Sep,A,103,3,FOOT,111,111-41,111-41-005,Admiralty Creek,Unknown,Coho,LED,0,Not coded yet,Tide Low,Not recorded,Low,Not recorded,0,5,0,0
1997,11-Sep,A,305,2,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,High,Not recorded,0,0,5200,0
1997,12-Sep,A,104,1,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1997,12-Sep,A,304,2,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,ARB,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,1590,0
1997,12-Sep,A,305,3,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,7500,0
1997,12-Sep,B,89,1,FOOT,102,102-60,102-60-090,Andersen Creek,Partial stream survey,Coho,SCH,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,1,0
1997,12-Sep,D,42,5,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Complete survey,Coho,KCK,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,3,546,2
1997,15-Sep,A,105,1,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1997,15-Sep,A,105,2,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,0,0
1997,15-Sep,A,105,3,AERIAL,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,500,0
1997,15-Sep,A,105,4,AERIAL,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,600,0
1997,15-Sep,A,105,5,AERIAL,111,111-32,111-32-203,Wilms Creek-Taku R,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Poor,Not recorded,Not recorded,0,0,0,0
1997,15-Sep,A,105,10,AERIAL,111,111-32,111-32-210,King Salmon Creek,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,0,0
1997,15-Sep,A,105,12,AERIAL,111,111-33,111-33-030,Speel River,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,600,0
1997,15-Sep,A,105,14,AERIAL,111,111-35,111-35-006,Crescent Lake Outlet,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,200,0
1997,15-Sep,A,304,3,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,1000,0,0
1997,15-Sep,A,304,4,AERIAL,182,182-50,182-50-011,Middle Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,3400,0,0
1997,15-Sep,A,304,5,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,400,0
1997,15-Sep,A,304,6,AERIAL,182,182-40,182-40-010,Akwe River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,600,0
1997,15-Sep,A,304,7,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,2300,0
1997,15-Sep,A,304,8,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,1500,0
1997,16-Sep,A,106,2,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,JJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1997,16-Sep,A,304,10,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,ARB,3,Peak survey - useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,2550,0
1997,16-Sep,A,304,11,BOAT,182,182-80,182-80-010,Lost River,Unknown,Coho,ARB,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,500,0
1997,16-Sep,A,304,12,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,ARB,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,9780,0
1997,16-Sep,A,305,5,AERIAL,192,192-55,192-55-010,Tashalich River,Unknown,Coho,REJ,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,400,0
1997,16-Sep,A,305,6,AERIAL,192,192-60,192-60-010,Kiklukh River,Unknown,Coho,REJ,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,1500,0
1997,18-Sep,B,79,7,FOOT,101,101-47,101-47-025,Ketchikan Creek,Complete survey,Coho,SBW,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,30,0
1997,18-Sep,B,201,10,FOOT,103,103-15,103-15-027,Klakas Lake Creek,Unknown,Coho,JEF,1,Incomplete survey - not useful for indexing abundance,Not recorded,Normal,Low,Not recorded,0,0,1,0
1997,25-Sep,B,100,1,FOOT,103,103-60,103-60-059,Port St Nicholas Hd,Partial stream survey,Coho,REC,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,17,0
1997,26-Sep,B,89,4,FOOT,102,102-60,102-60-089,McGillvery Creek,Partial stream survey,Coho,TPZ,0,Not coded yet,Not recorded,Normal,High,Not recorded,1,0,0,0
1997,26-Sep,B,89,6,FOOT,102,102-60,102-60-090,Andersen Creek,Partial stream survey,Coho,TPZ,0,Not coded yet,Not recorded,Poor,High,Not recorded,1,0,0,0
1997,26-Sep,B,100,6,FOOT,103,103-90,103-90-042,Shaheen Creek,Partial stream survey,Coho,REC,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,63,0
1997,26-Sep,C,148,1,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,Unknown,Coho,REC,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,154,0
1997,27-Sep,B,152,1,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,Partial stream survey,Coho,REC,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,154,0
1997,29-Sep,A,305,7,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,2700,0
1997,29-Sep,A,305,8,AERIAL,182,182-50,182-50-011,Middle Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,2300,0
1997,29-Sep,A,305,9,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,1500,0
1997,29-Sep,D,40,1,FOOT,113,113-62,113-62-008,Sinitsin Cove Head,Unknown,Coho,AES,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,90,0
1997,29-Sep,D,42,8,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Complete survey,Coho,KCK,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1040,3
1997,30-Sep,B,93,11,HELICOPTER,101,101-30,101-30-030,Keta River,Complete survey,Coho,SBW,0,Not coded yet,Tide High,Poor,Normal,Not recorded,0,0,180,0
1997,30-Sep,B,93,12,HELICOPTER,101,101-55,101-55-040,Blossom River,Complete survey,Coho,SBW,0,Not coded yet,Tide High,Poor,Normal,Not recorded,0,0,61,0
1997,30-Sep,B,93,13,HELICOPTER,101,101-30,101-30-083,Humpback Creek,Complete survey,Coho,SBW,0,Not coded yet,Tide High,Poor,Normal,Not recorded,0,0,25,0
1997,30-Sep,B,94,1,HELICOPTER,101,101-75,101-75-005,Herman Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Normal,Low,Not recorded,0,0,75,0
1997,30-Sep,B,94,2,HELICOPTER,101,101-75,101-75-010,Grant Creek,Complete survey,Coho,GMF,0,Not coded yet,Tide Intermediate,Poor,Normal,Not recorded,0,0,30,0
1997,30-Sep,B,94,3,HELICOPTER,101,101-75,101-75-050,Klahini River,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,60,0
1997,30-Sep,B,94,4,HELICOPTER,101,101-75,101-75-015,Eulachon River,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Excellent,Low,Not recorded,0,0,420,0
1997,30-Sep,B,94,5,HELICOPTER,101,101-71,101-71-04E,Choca Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide High,Normal,Low,Not recorded,0,0,175,0
1997,30-Sep,B,94,6,HELICOPTER,101,101-71,101-71-04K,King Creek,Complete survey,Coho,GMF,0,Not coded yet,Tide High,Poor,Normal,Not recorded,0,0,55,0
1997,30-Sep,B,94,7,HELICOPTER,101,101-71,101-71-04H,Humpy Creek,Complete survey,Coho,GMF,0,Not coded yet,Tide Intermediate,Poor,Normal,Not recorded,0,0,0,0
1997,30-Sep,B,94,8,HELICOPTER,101,101-71,101-71-004,Chickamin River,Complete survey,Coho,GMF,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,0,0
1997,30-Sep,B,94,9,HELICOPTER,101,101-71,101-71-04A,Barrier Creek,Complete survey,Coho,GMF,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,1,0
1997,30-Sep,B,94,10,HELICOPTER,101,101-71,101-71-04I,Indian Creek,Complete survey,Coho,GMF,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,100,0
1997,30-Sep,D,40,2,FOOT,113,113-66,113-66-006,St. John Baptist Hd,Unknown,Coho,AES,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,68,0
1997,30-Sep,D,40,3,SNORKEL,113,113-41,113-41-13B,Eagle River,Unknown,Coho,DAG,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,296,0
1997,30-Sep,D,40,4,HELICOPTER,113,113-81,113-81-011,Black River,Unknown,Coho,WMD,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,686,0
1997,30-Sep,D,40,5,HELICOPTER,113,113-44,113-44-003,Katlian River,Unknown,Coho,WMD,1,Incomplete survey - not useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,84,0
1997,1-Oct,A,115,9,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,95,5
1997,1-Oct,A,116,2,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,4,0
1997,1-Oct,A,305,10,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,1500,0
1997,1-Oct,A,305,11,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,5200,0
1997,1-Oct,A,305,12,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,1600,0
1997,1-Oct,A,305,13,AERIAL,192,192-41,192-41-010,Kaliakh River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,0,0
1997,1-Oct,A,305,14,AERIAL,192,192-41,192-41-015,Kulthieth River,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,100,0
1997,1-Oct,A,305,15,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,3,Peak survey - useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,17000,0
1997,1-Oct,A,306,1,AERIAL,192,192-42,192-42-040,Tsivat River,Unknown,Coho,GFW,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,5000,0
1997,1-Oct,A,306,2,AERIAL,183,183-25,183-25-080,Manby Stream,Unknown,Coho,GFW,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1500,0
1997,1-Oct,C,149,1,AERIAL,109,109-30,109-30-025,Little Pybus Bay Ck,Unknown,Coho,WRB,2,Complete survey - potentially useful for indexing abundance,Tide High,Excellent,Low,Not recorded,0,0,160,0
1997,1-Oct,D,40,6,BOAT,113,113-41,113-41-032,Salmon Lake Stream,Unknown,Coho,AES,1,Incomplete survey - not useful for indexing abundance,Not recorded,Not recorded,High,Not recorded,0,50,0,0
1997,2-Oct,A,108,1,HELICOPTER,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,4050,0
1997,2-Oct,A,108,2,HELICOPTER,112,112-67,112-67-040,Jims Creek,Unknown,Coho,AJM,1,Incomplete survey - not useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,35,0
1997,3-Oct,A,108,3,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,AJM,3,Peak survey - useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,10,0
1997,3-Oct,A,108,4,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,AJM,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,550,0
1997,3-Oct,A,108,5,AERIAL,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,AJM,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,340,0
1997,3-Oct,A,108,6,AERIAL,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,AJM,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,315,0
1997,3-Oct,A,108,7,AERIAL,111,111-32,111-32-203,Wilms Creek-Taku R,Unknown,Coho,AJM,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,10,0
1997,3-Oct,A,108,8,AERIAL,111,111-32,111-32-210,King Salmon Creek,Unknown,Coho,AJM,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1997,3-Oct,A,115,1,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Not recorded,Not recorded,0,0,0,0
1997,3-Oct,A,115,6,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,BJG,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Not recorded,Not recorded,0,0,1018,0
1997,3-Oct,A,115,10,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,SCH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,63,5
1997,3-Oct,A,115,13,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,36,0
1997,3-Oct,A,306,3,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,1400,0
1997,3-Oct,A,306,5,AERIAL,182,182-40,182-40-010,Akwe River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,900,0
1997,3-Oct,A,306,6,AERIAL,182,182-70,182-70-010,Situk RIver,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,150,0
1997,3-Oct,A,306,11,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GFW,0,Not coded yet,Tide Low,Poor,Normal,Not recorded,0,0,1450,0
1997,3-Oct,B,93,4,HELICOPTER,101,101-55,101-55-040,Blossom River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,1143,0
1997,3-Oct,B,93,6,HELICOPTER,101,101-30,101-30-030,Keta River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,571,0
1997,3-Oct,B,93,7,HELICOPTER,101,101-30,101-30-083,Humpback Creek,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,32,0
1997,3-Oct,B,93,8,HELICOPTER,101,101-30,101-30-060,Marten River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,759,0
1997,3-Oct,B,93,9,HELICOPTER,101,101-15,101-15-019,Tombstone River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,847,0
1997,3-Oct,B,93,10,HELICOPTER,101,101-45,101-45-078,Carroll Creek,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,140,0
1997,3-Oct,D,43,1,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Complete survey,Coho,KCK,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1532,0
1997,5-Oct,B,99,1,FOOT,103,103-60,103-60-059,Port St Nicholas Hd,Partial stream survey,Coho,REC,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,53,0
1997,6-Oct,A,600,4,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,94,0
1997,6-Oct,B,99,4,FOOT,103,103-90,103-90-042,Shaheen Creek,Partial stream survey,Coho,REC,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,147,0
1997,6-Oct,C,144,1,HELICOPTER,108,108-40,108-40-13A,W of Hot Springs,Unknown,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,75,0
1997,6-Oct,C,144,2,HELICOPTER,108,108-40,108-40-016,Kikahe River,Unknown,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,80,0
1997,6-Oct,C,144,3,HELICOPTER,108,108-40,108-40-018,Shuktusa Branch,Unknown,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,30,0
1997,6-Oct,C,144,4,HELICOPTER,108,108-40,108-40-020,Andrews Creek,Unknown,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,200,0
1997,6-Oct,C,144,5,HELICOPTER,108,108-41,108-41-010,North Arm Creek,Unknown,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,80,0
1997,6-Oct,C,144,6,HELICOPTER,108,108-70,108-70-011,Katete River,Unknown,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,130,0
1997,6-Oct,C,144,7,HELICOPTER,108,108-70,108-70-075,Craig River,Unknown,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Low,Not recorded,0,0,0,0
1997,6-Oct,D,40,8,HELICOPTER,113,113-43,113-43-002,Nakwasina River,Unknown,Coho,AES,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Not recorded,Not recorded,0,0,300,0
1997,6-Oct,D,40,9,HELICOPTER,113,113-44,113-44-003,Katlian River,Unknown,Coho,AES,1,Incomplete survey - not useful for indexing abundance,Not recorded,Excellent,Not recorded,Not recorded,0,0,70,0
1997,7-Oct,B,99,7,FOOT,103,103-80,103-80-035,Nossuk Bay Left Head,Complete survey,Coho,REC,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,32,0
1997,8-Oct,A,115,11,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,BJG,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,180,6
1997,8-Oct,A,116,3,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,7,0
1997,8-Oct,A,600,5,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,141,1
1997,8-Oct,B,103,8,FOOT,106,106-41,106-41-010,Salmon Bay Creek,Partial stream survey,Coho,REC,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,34,0
1997,8-Oct,C,148,5,FOOT,106,106-41,106-41-015,Salmon Bay Lake W Hd,Unknown,Coho,REC,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,34,0
1997,9-Oct,A,115,2,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1,0
1997,9-Oct,B,103,10,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,Partial stream survey,Coho,REC,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,163,1
1997,9-Oct,C,148,3,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,Unknown,Coho,REC,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,163,10
1997,10-Oct,A,115,7,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,922,0
1997,10-Oct,A,115,14,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,SCH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Not recorded,Not recorded,0,0,11,0
1997,10-Oct,A,600,6,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,23,0
1997,10-Oct,B,97,6,FOOT,102,102-40,102-40-060,Lagoon Creek,Complete survey,Coho,SBW,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,101,0
1997,12-Oct,D,43,2,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Complete survey,Coho,KCK,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1605,0
1997,13-Oct,A,600,7,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,73,0
1997,13-Oct,A,600,8,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,48,0
1997,16-Oct,A,116,4,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,67,0
1997,16-Oct,A,600,9,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,162,2
1997,18-Oct,A,600,10,FOOT,115,115-32,115-32-027,"Clear Creek Murphy Flat, Chilkat Lake",Unknown,Coho,RPE,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,250,0
1997,20-Oct,A,115,4,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,NMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,21,0
1997,20-Oct,A,125,1,FOOT,115,115-20,115-20-010,Berners River,Unknown,Coho,LDS,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,9968,82
1997,20-Oct,A,600,11,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,MEG,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,101,0
1997,20-Oct,A,600,12,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,MEG,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,204,0
1997,21-Oct,A,306,9,FOOT,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,2827,0
1997,22-Oct,A,115,3,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,BJG,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,17,0
1997,22-Oct,A,600,13,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,MEG,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,643,0
