Year,Day (mm/dd),Management Area Code,Line No,Survey Type Name,District,Stat Area,Stream Number,Stream Name,Area Surveyed,Species Name,Observer Initials,Usage Code,Usage Description,Tide Description,Visibility Description,Water Level Description,Fish Presence,Mouth Count,Tidal Count,Live Count,Dead Count
1997,15-Sep,A,7,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,2300,0
1997,15-Sep,A,8,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,1500,0
1997,16-Sep,A,10,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,ARB,3,Peak survey - useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,2550,0
1997,16-Sep,A,11,BOAT,182,182-80,182-80-010,Lost River,Unknown,Coho,ARB,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,500,0
1997,16-Sep,A,12,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,ARB,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,9780,0
1997,29-Sep,A,7,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,2700,0
1997,29-Sep,A,8,AERIAL,182,182-50,182-50-011,Middle Italio River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,2300,0
1997,29-Sep,A,9,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,MST,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,1500,0
1997,3-Oct,A,3,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,1400,0
1997,3-Oct,A,5,AERIAL,182,182-40,182-40-010,Akwe River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,900,0
1997,3-Oct,A,6,AERIAL,182,182-70,182-70-010,Situk RIver,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,150,0
1997,3-Oct,A,11,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GFW,0,Not coded yet,Tide Low,Poor,Normal,Not recorded,0,0,1450,0
1997,21-Oct,A,9,FOOT,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,2827,0
1997,11-Nov,A,10,FOOT,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,3904,0
1997,27-Aug,A,8,BOAT,183,183-50,183-50-010,Ankau Creek,Unknown,Coho,REJ,1,Incomplete survey - not useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,0,0
1997,1-Oct,A,2,AERIAL,183,183-25,183-25-080,Manby Stream,Unknown,Coho,GFW,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1500,0
1997,3-Sep,A,1,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,0,0
1997,3-Sep,A,15,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,0,0
1997,1-Oct,A,10,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,1500,0
1997,1-Oct,A,11,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,5200,0
1997,3-Sep,A,14,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,75,0
1997,1-Oct,A,12,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,1600,0
1997,3-Sep,A,13,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Normal,Not recorded,0,0,4000,0
1997,11-Sep,A,2,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,High,Not recorded,0,0,5200,0
1997,12-Sep,A,3,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,7500,0
1997,16-Sep,A,5,AERIAL,192,192-55,192-55-010,Tashalich River,Unknown,Coho,REJ,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,400,0
1997,16-Sep,A,6,AERIAL,192,192-60,192-60-010,Kiklukh River,Unknown,Coho,REJ,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,1500,0
1997,1-Oct,A,1,AERIAL,192,192-42,192-42-040,Tsivat River,Unknown,Coho,GFW,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,5000,0
1997,1-Oct,A,13,AERIAL,192,192-41,192-41-010,Kaliakh River,Unknown,Coho,GFW,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,0,0
1997,1-Oct,A,14,AERIAL,192,192-41,192-41-015,Kulthieth River,Unknown,Coho,GFW,1,Incomplete survey - not useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,100,0
1997,1-Oct,A,15,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,3,Peak survey - useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,0,17000,0
1998,8-Jul,B,15,AERIAL,101,101-45,101-45-042,Salt Lagoon Right,"Intertidal, Mouth, and Bay",Coho,PSD,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Excellent,Normal,Not recorded,0,150,0,0
1998,16-Jul,B,3,AERIAL,101,101-45,101-45-038,Salt Chuck George In,"Intertidal, Mouth, and Bay",Coho,PSD,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,250,0,0
1998,19-Aug,B,7,AERIAL,101,101-15,101-15-019,Tombstone River,Complete survey,Coho,EDH,2,Complete survey - potentially useful for indexing abundance,Tide High,Excellent,Normal,Not recorded,0,0,150,0
1998,25-Aug,B,3,FOOT,101,101-47,101-47-015,Ward Creek,Partial stream survey,Coho,TPZ,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,30,0
1998,3-Sep,B,9,FOOT,101,101-47,101-47-025,Ketchikan Creek,Complete survey,Coho,SBW,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,Normal,Not recorded,0,0,37,0
1998,13-Sep,B,3,FOOT,101,101-15,101-15-085,Fish Creek-Hyder,Partial stream survey,Coho,SHH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,5,0
1998,1-Oct,B,2,FOOT,101,101-80,101-80-068,Wolverine Creek-McDonald,Complete survey,Coho,TPZ,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,20,0,40,0
1998,3-Oct,B,8,HELICOPTER,101,101-55,101-55-040,Blossom River,Complete survey,Coho,SBW,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,High,Not recorded,0,0,893,0
1998,3-Oct,B,10,HELICOPTER,101,101-30,101-30-030,Keta River,Complete survey,Coho,SBW,2,Complete survey - potentially useful for indexing abundance,Tide High,Excellent,Low,Not recorded,0,0,785,0
1998,3-Oct,B,12,HELICOPTER,101,101-30,101-30-060,Marten River,Complete survey,Coho,SBW,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,Normal,Not recorded,0,0,920,0
1998,3-Oct,B,13,HELICOPTER,101,101-15,101-15-019,Tombstone River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Tide High,Normal,Normal,Not recorded,0,0,666,0
1998,3-Oct,B,14,HELICOPTER,101,101-30,101-30-083,Humpback Creek,Complete survey,Coho,SBW,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,High,Not recorded,0,0,95,0
1998,4-Oct,B,1,HELICOPTER,101,101-75,101-75-010,Grant Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,130,0
1998,4-Oct,B,2,HELICOPTER,101,101-75,101-75-015,Eulachon River,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Excellent,Low,Not recorded,0,0,460,0
1998,4-Oct,B,3,HELICOPTER,101,101-71,101-71-04K,King Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide High,Excellent,Low,Not recorded,0,0,411,0
1998,4-Oct,B,4,HELICOPTER,101,101-71,101-71-04A,Barrier Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,50,0
1998,4-Oct,B,5,HELICOPTER,101,101-71,101-71-004,Chickamin River,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,0,0
1998,4-Oct,B,6,HELICOPTER,101,101-71,101-71-04I,Indian Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,220,0
1998,4-Oct,B,7,HELICOPTER,101,101-71,101-71-04E,Choca Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,190,0
1998,9-Oct,B,2,FOOT,101,101-80,101-80-070,Hatchery Ck-Yes Bay,Complete survey,Coho,AWP,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,45,2
1998,13-Oct,B,1,FOOT,101,101-30,101-30-076,Buschmann Creek,Unknown,Coho,N-O,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,1,0
1998,13-Oct,B,3,FOOT,101,101-30,101-30-074,Cobb Creek,Complete survey,Coho,N-O,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,1,0
1998,21-Oct,B,2,FOOT,101,101-80,101-80-070,Hatchery Ck-Yes Bay,Complete survey,Coho,TPZ,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,707,3
1998,22-Oct,B,1,HELICOPTER,101,101-80,101-80-084,Short Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,71,0
1998,22-Oct,B,2,HELICOPTER,101,101-75,101-75-005,Herman Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Low,Normal,Normal,Not recorded,0,0,94,0
1998,22-Oct,B,3,HELICOPTER,101,101-75,101-75-010,Grant Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,High,Not recorded,0,0,2,0
1998,22-Oct,B,4,HELICOPTER,101,101-75,101-75-050,Klahini River,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,120,0
1998,22-Oct,B,5,HELICOPTER,101,101-55,101-55-040,Blossom River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,1004,0
1998,22-Oct,B,5,HELICOPTER,101,101-75,101-75-015,Eulachon River,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,327,0
1998,22-Oct,B,6,HELICOPTER,101,101-30,101-30-083,Humpback Creek,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,256,0
1998,22-Oct,B,6,HELICOPTER,101,101-71,101-71-04H,Humpy Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Poor,Normal,Not recorded,0,0,0,0
1998,22-Oct,B,7,HELICOPTER,101,101-30,101-30-030,Keta River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,1169,0
1998,22-Oct,B,7,HELICOPTER,101,101-71,101-71-004,Chickamin River,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,0,0
1998,22-Oct,B,8,HELICOPTER,101,101-30,101-30-060,Marten River,Complete survey,Coho,SBW,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,1961,0
1998,22-Oct,B,8,HELICOPTER,101,101-71,101-71-04A,Barrier Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,25,0
1998,22-Oct,B,9,HELICOPTER,101,101-71,101-71-04I,Indian Creek,Complete survey,Coho,GMF,3,Peak survey - useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,304,0
1998,22-Oct,B,10,HELICOPTER,101,101-71,101-71-04K,King Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,Normal,Not recorded,0,0,300,0
1998,22-Oct,B,11,HELICOPTER,101,101-71,101-71-04E,Choca Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,Normal,Not recorded,0,0,177,0
1998,26-Oct,B,12,HELICOPTER,101,101-45,101-45-078,Carroll Creek,Complete survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Tide Low,Poor,Normal,Not recorded,0,0,24,0
1998,2-Nov,B,1,FOOT,101,101-47,101-47-015,Ward Creek,Partial stream survey,Coho,GMF,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,High,Not recorded,0,0,500,34
1998,4-Nov,B,1,FOOT,101,101-15,101-15-085,Fish Creek-Hyder,Partial stream survey,Coho,SHH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Low,Not recorded,0,0,498,4
1998,5-Nov,B,2,FOOT,101,101-15,101-15-090,Marx Creek-Hyder,Partial stream survey,Coho,SHH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Low,Not recorded,0,0,8,0
1998,30-Jul,B,1,FOOT,102,102-60,102-60-090,Andersen Creek,Partial stream survey,Coho,TPZ,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Fish present but not counted in Mouth,0,0,85,1
1998,2-Oct,B,1,FOOT,102,102-60,102-60-089,McGillvery Creek,Partial stream survey,Coho,SCH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,50,0
1998,11-Oct,B,1,HELICOPTER,102,102-60,102-60-082,Harris River,Partial stream survey,Coho,REC,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,839,430
1998,11-Oct,B,3,HELICOPTER,102,102-60,102-60-084,Maybeso Creek,Partial stream survey,Coho,REC,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,81,0
1998,6-Sep,B,6,FOOT,103,103-90,103-90-014,Deweyville,Complete survey,Coho,RDH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,High,Not recorded,0,0,1,0
1998,13-Sep,B,11,FOOT,103,103-25,103-25-047,Hetta Lake Creek,Complete survey,Coho,RDH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Poor,Normal,Not recorded,0,0,60,0
1998,19-Sep,B,7,FOOT,103,103-15,103-15-027,Klakas Lake Creek,Complete survey,Coho,RDH,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Low,Not recorded,0,0,12,0
1998,3-Oct,B,1,FOOT,103,103-60,103-60-059,Port St Nicholas Hd,Partial stream survey,Coho,REC,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,52,0
1998,4-Oct,B,6,FOOT,103,103-90,103-90-042,Shaheen Creek,Partial stream survey,Coho,REC,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,152,1
1998,9-Oct,B,1,FOOT,103,103-90,103-90-042,Shaheen Creek,Partial stream survey,Coho,REC,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,141,0
1998,10-Oct,B,4,FOOT,103,103-60,103-60-059,Port St Nicholas Hd,Partial stream survey,Coho,REC,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,30,0
1998,20-Jul,C,1,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,"Intertidal, Mouth, and Bay",Coho,JRP,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,1,0
1998,21-Jul,C,2,AERIAL,106,106-35,106-35-075,Neck Lake Creek,Mouth and Bay,Coho,WRB,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Poor,Normal,Not recorded,7000,0,0,0
1998,28-Jul,C,12,AERIAL,106,106-35,106-35-075,Neck Lake Creek,Mouth and Bay,Coho,WRB,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Low,Not recorded,3500,0,0,0
1998,29-Jul,C,2,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,"Intertidal, Mouth, and Bay",Coho,JRP,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,30,0
1998,30-Jul,C,2,AERIAL,106,106-35,106-35-075,Neck Lake Creek,Mouth and Bay,Coho,WRB,2,Complete survey - potentially useful for indexing abundance,Tide Low,Normal,Low,Not recorded,3000,0,0,0
1998,30-Jul,C,3,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,"Intertidal, Mouth, and Bay",Coho,JRP,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,287,0
1998,3-Aug,C,15,AERIAL,106,106-35,106-35-075,Neck Lake Creek,Mouth and Bay,Coho,WRB,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,Low,Not recorded,8000,0,0,0
1998,4-Aug,C,3,AERIAL,106,106-35,106-35-075,Neck Lake Creek,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,3000,0,0,0
1998,5-Aug,C,2,AERIAL,106,106-35,106-35-075,Neck Lake Creek,Mouth and Bay,Coho,WRB,2,Complete survey - potentially useful for indexing abundance,Tide High,Normal,Low,Not recorded,4000,0,0,0
1998,9-Aug,C,5,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,"Intertidal, Mouth, and Bay",Coho,JRP,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,High,Not recorded,0,0,467,50
1998,11-Aug,C,6,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,"Intertidal, Mouth, and Bay",Coho,JRP,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,High,Not recorded,0,0,240,0
1998,25-Aug,C,8,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,"Intertidal, Mouth, and Bay",Coho,JRP,2,Complete survey - potentially useful for indexing abundance,Tide Intermediate,Normal,High,Not recorded,0,0,50,0
1998,14-Oct,C,1,FOOT,106,106-22,106-22-016,Navy Ck,Complete survey,Coho,BLL,3,Peak survey - useful for indexing abundance,Not recorded,Normal,Normal,Not recorded,0,0,26,0
1998,23-Oct,C,1,HELICOPTER,108,108-41,108-41-010,North Arm Creek,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,270,0
1998,23-Oct,C,2,HELICOPTER,108,108-40,108-40-020,Andrews Creek,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,200,0
1998,23-Oct,C,3,HELICOPTER,108,108-40,108-40-018,Shuktusa Branch,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,0,0
1998,23-Oct,C,4,HELICOPTER,108,108-40,108-40-13A,W of Hot Springs,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,50,0
1998,23-Oct,C,5,HELICOPTER,108,108-40,108-40-016,Kikahe River,Partial stream survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,70,0
1998,23-Oct,C,6,HELICOPTER,108,108-70,108-70-011,Katete River,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,23-Oct,C,7,HELICOPTER,108,108-70,108-70-013,USA Sect of Ketete R,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,23-Oct,C,8,HELICOPTER,108,108-70,108-70-009,USA Sect of W Fork,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,23-Oct,C,9,HELICOPTER,108,108-70,108-70-014,Goeffrion C Katete R,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,23-Oct,C,10,HELICOPTER,108,108-40,108-40-017,Goat Ck Stikine R,Complete survey,Coho,BLL,1,Incomplete survey - not useful for indexing abundance,Not recorded,Poor,High,Not recorded,0,0,10,0
1998,31-Oct,C,1,HELICOPTER,108,108-41,108-41-010,North Arm Creek,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,High,Not recorded,0,0,130,0
1998,31-Oct,C,2,HELICOPTER,108,108-40,108-40-020,Andrews Creek,Partial stream survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Normal,Low,Not recorded,0,0,130,0
1998,31-Oct,C,3,HELICOPTER,108,108-40,108-40-018,Shuktusa Branch,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,0,0
1998,31-Oct,C,4,HELICOPTER,108,108-40,108-40-13A,W of Hot Springs,Complete survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,5,0
1998,31-Oct,C,5,HELICOPTER,108,108-40,108-40-016,Kikahe River,Partial stream survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Not recorded,Excellent,Low,Not recorded,0,0,100,0
1998,14-Sep,C,5,AERIAL,109,109-62,109-62-017,W of Long Island,Complete survey,Coho,WRB,1,Incomplete survey - not useful for indexing abundance,Tide Intermediate,Normal,Normal,Not recorded,0,0,0,0
1998,15-Oct,C,2,FOOT,109,109-43,109-43-003,Slippery Creek,Complete survey,Coho,ADF,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,632,0
1998,2-Oct,C,1,FOOT,110,110-13,110-13-004,Dry Bay Creek,Partial stream survey,Coho,BLL,2,Complete survey - potentially useful for indexing abundance,Tide High,Excellent,Normal,Not recorded,0,0,0,0
1998,26-Aug,A,1,AERIAL,111,111-50,111-50-092,Barlow Cove W Shore,Mouth and Bay,Coho,JJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,8-Sep,A,1,AERIAL,111,111-50,111-50-092,Barlow Cove W Shore,Mouth and Bay,Coho,JJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,9-Sep,A,1,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,0,0
1998,9-Sep,A,2,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,230,0
1998,9-Sep,A,3,AERIAL,111,111-32,111-32-066,Yehring Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,50,0
1998,9-Sep,A,5,AERIAL,111,111-32,111-32-056,Fish Creek-Taku R,Partial stream survey,Coho,AJM,0,Not coded yet,Not recorded,Poor,Not recorded,Not recorded,0,0,0,0
1998,9-Sep,A,6,AERIAL,111,111-32,111-32-203,Wilms Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,0,0
1998,15-Sep,A,2,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Complete survey,Coho,RRW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,4,0
1998,15-Sep,A,3,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Complete survey,Coho,RRW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,4,160
1998,16-Sep,A,1,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Partial stream survey,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,0,0
1998,16-Sep,A,2,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,300,0
1998,16-Sep,A,3,AERIAL,111,111-32,111-32-066,Yehring Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,120,0
1998,16-Sep,A,4,AERIAL,111,111-32,111-32-056,Fish Creek-Taku R,Mouth and Bay,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,450,0
1998,16-Sep,A,5,AERIAL,111,111-32,111-32-203,Wilms Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,100,0
1998,16-Sep,A,14,AERIAL,111,111-32,111-32-046,Moose Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Poor,Not recorded,Not recorded,0,0,0,0
1998,28-Sep,A,1,FOOT,111,111-40,111-40-007,Switzer Creek,Complete survey,Coho,BJG,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,2,0
1998,28-Sep,A,6,FOOT,111,111-50,111-50-056,Steep Creek,Complete survey,Coho,MWS,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1998,1-Oct,A,1,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Poor,Not recorded,Not recorded,0,0,0,0
1998,1-Oct,A,2,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,0,0
1998,1-Oct,A,3,AERIAL,111,111-32,111-32-066,Yehring Creek-Taku R,Complete survey,Coho,AJM,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,280,0
